ORPHA:58	Alexander disease
ORPHA:168593	Sudden infant death-dysgenesis of the testes syndrome
ORPHA:168555	Spondylometaphyseal dysplasia, A4 type
ORPHA:168811	Malignant peritoneal mesothelioma
ORPHA:168624	Familial scaphocephaly syndrome, McGillivray type
ORPHA:168829	Primary peritoneal carcinoma
ORPHA:168816	Peritoneal cystic mesothelioma
ORPHA:158029	Sea-blue histiocytosis
ORPHA:158676	Localized dystrophic epidermolysis bullosa, nails only
ORPHA:158687	Lethal acantholytic erosive disorder
ORPHA:163596	Hb Bart's hydrops fetalis
ORPHA:163634	Maffucci syndrome
ORPHA:163690	Hypotonia-cystinuria syndrome
ORPHA:163693	2p21 microdeletion syndrome
ORPHA:163703	Febrile infection-related epilepsy syndrome
ORPHA:163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease
ORPHA:163937	X-linked intellectual disability, Najm type
ORPHA:163966	X-linked dominant chondrodysplasia, Chassaing-Lacombe type
ORPHA:178509	Perry syndrome
ORPHA:178487	Adult intestinal botulism
ORPHA:178481	Intestinal botulism
ORPHA:183713	Bacterial susceptibility due to TLR signaling pathway deficiency
ORPHA:183707	Neutrophil immunodeficiency syndrome
ORPHA:199318	15q13.3 microdeletion syndrome
ORPHA:199251	Ledderhose disease
ORPHA:217346	19q13.11 microdeletion syndrome
ORPHA:217340	17q21.31 microduplication syndrome
ORPHA:210122	Congenital alveolar capillary dysplasia
ORPHA:206583	Adult polyglucosan body disease
ORPHA:169090	Combined immunodeficiency due to CRAC channel dysfunction
ORPHA:169095	Severe combined immunodeficiency due to FOXN1 deficiency
ORPHA:168984	CLAPO syndrome
ORPHA:169079	Cernunnos-XLF deficiency
ORPHA:171829	6q16 microdeletion syndrome
ORPHA:169105	Good syndrome
ORPHA:171719	Cutis laxa-Marfanoid syndrome
ORPHA:178303	8q22.1 microdeletion syndrome
ORPHA:171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome
ORPHA:178029	Central diabetes insipidus
ORPHA:178475	Wound botulism
ORPHA:178478	Infant botulism
ORPHA:178377	Osteosclerosis-developmental delay-craniosynostosis syndrome
ORPHA:228384	5q14.3 microdeletion syndrome
ORPHA:228371	Foodborne botulism
ORPHA:228169	Autosomal dominant striatal neurodegeneration
ORPHA:228116	Hughes-Stovin syndrome
ORPHA:228415	5q35 microduplication syndrome
ORPHA:228410	Polyvalvular heart disease syndrome
ORPHA:230800	Toxin-mediated infectious botulism
ORPHA:229717	Isolated agammaglobulinemia
ORPHA:228396	Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
ORPHA:228390	Frontonasal dysplasia-alopecia-genital anomalies syndrome
ORPHA:228402	2q23.1 microdeletion syndrome
ORPHA:228399	8q12 microduplication syndrome
ORPHA:220393	Diffuse cutaneous systemic sclerosis
ORPHA:220402	Limited cutaneous systemic sclerosis
ORPHA:220493	Joubert syndrome with ocular defect
ORPHA:217377	Microduplication Xp11.22p11.23 syndrome
ORPHA:217385	17p13.3 microduplication syndrome
ORPHA:217390	Combined immunodeficiency due to DOCK8 deficiency
ORPHA:220295	Xeroderma pigmentosum-Cockayne syndrome complex
ORPHA:220497	Joubert syndrome with renal defect
ORPHA:247604	Juvenile primary lateral sclerosis
ORPHA:238769	1q44 microdeletion syndrome
ORPHA:238750	4q21 microdeletion syndrome
ORPHA:238606	Primary orthostatic tremor
ORPHA:238578	Familial clubfoot due to 17q23.1q23.2 microduplication
ORPHA:238468	Hypohidrotic ectodermal dysplasia
ORPHA:238446	15q11q13 microduplication syndrome
ORPHA:231736	Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome
ORPHA:251046	6p22 microdeletion syndrome
ORPHA:251038	3q29 microduplication syndrome
ORPHA:251019	2q32q33 microdeletion syndrome
ORPHA:251014	2q31.1 microdeletion syndrome
ORPHA:250994	1q21.1 microduplication syndrome
ORPHA:250989	1q21.1 microdeletion syndrome
ORPHA:250984	Autosomal recessive Stickler syndrome
ORPHA:250923	Isolated aniridia
ORPHA:231226	Dominant beta-thalassemia
ORPHA:231183	Usher syndrome type 3
ORPHA:231214	Beta-thalassemia major
ORPHA:231169	Usher syndrome type 1
ORPHA:231178	Usher syndrome type 2
ORPHA:230839	Classical-like Ehlers-Danlos syndrome type 1
ORPHA:231154	Combined immunodeficiency due to partial RAG1 deficiency
ORPHA:231720	Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome
ORPHA:231393	Beta-thalassemia-X-linked thrombocytopenia syndrome
ORPHA:231401	Alpha-thalassemia-myelodysplastic syndrome
ORPHA:231242	Hemoglobin C-beta-thalassemia syndrome
ORPHA:231249	Hemoglobin E-beta-thalassemia syndrome
ORPHA:231237	Delta-beta-thalassemia
ORPHA:97341	Persistent placoid maculopathy
ORPHA:99688	Dermotrichic syndrome
ORPHA:99852	Ravine syndrome
ORPHA:99819	Familial gestational hyperthyroidism
ORPHA:465508	Symptomatic form of HFE-related hemochromatosis
ORPHA:209943	IRVAN syndrome
ORPHA:97240	Zebra body myopathy
ORPHA:79099	Interstitial granulomatous dermatitis with arthritis
ORPHA:73224	Kidney tubulopathy-dilated cardiomyopathy syndrome
ORPHA:2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland
ORPHA:424	Familial hyperthyroidism due to mutations in TSH receptor
ORPHA:280356	PLIN1-related familial partial lipodystrophy
ORPHA:90158	Idiopathic localized lipodystrophy
ORPHA:90157	Drug-induced localized lipodystrophy
ORPHA:300493	Sagliker syndrome
ORPHA:420794	Cono-spondylar dysplasia
ORPHA:1054	Aneurysm of sinus of Valsalva
ORPHA:166113	Bazex syndrome
ORPHA:3309	Tetrasomy 5p
ORPHA:444463	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome
ORPHA:254478	Lichen planus pemphigoides
ORPHA:1600	Monosomy 18q
ORPHA:251909	Pineoblastoma
ORPHA:137867	Madras motor neuron disease
ORPHA:251992	Ganglioneuroma
ORPHA:139426	Perioral myoclonia with absences
ORPHA:228240	Elastoderma
ORPHA:160148	Cap polyposis
ORPHA:139414	Congenital panfollicular nevus
ORPHA:140933	Linear atrophoderma of Moulin
ORPHA:436182	Microcephalic primordial dwarfism-insulin resistance syndrome
ORPHA:436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
ORPHA:71	Chylomicron retention disease
ORPHA:2197	Idiopathic hypercalciuria
ORPHA:436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
ORPHA:140905	Hyperlipidemia due to hepatic triacylglycerol lipase deficiency
ORPHA:436003	Contractures-developmental delay-Pierre Robin syndrome
ORPHA:436141	Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
ORPHA:3379	Distal duplication 17q
ORPHA:444051	20q11.2 microdeletion syndrome
ORPHA:36367	Distal deletion 1q
ORPHA:444002	11q22.2q22.3 microdeletion syndrome
ORPHA:83601	Steroid-responsive encephalopathy associated with autoimmune thyroiditis
ORPHA:440713	Isolated sedoheptulokinase deficiency
ORPHA:439232	AApoAIV amyloidosis
ORPHA:440354	Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome
ORPHA:1959	Evans syndrome
ORPHA:3002	Immune thrombocytopenia
ORPHA:186	Primary biliary cholangitis
ORPHA:163934	Atopic keratoconjunctivitis
ORPHA:589	Myasthenia gravis
ORPHA:65759	Carpenter syndrome
ORPHA:83472	CAMOS syndrome
ORPHA:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
ORPHA:435934	COG2-CDG
ORPHA:435804	Short stature-advanced bone age-early-onset osteoarthritis syndrome
ORPHA:435638	3p25.3 microdeletion syndrome
ORPHA:827	Stargardt disease
ORPHA:785	Estrogen resistance syndrome
ORPHA:2232	Primary hypergonadotropic hypogonadism-partial alopecia syndrome
ORPHA:435628	Keppen-Lubinsky syndrome
ORPHA:3198	Stiff person spectrum disorder
ORPHA:683	Progressive supranuclear palsy
ORPHA:258	Laminin subunit alpha 2-related congenital muscular dystrophy
ORPHA:1359	Carney complex
ORPHA:104	Leber hereditary optic neuropathy
ORPHA:91	Aromatase deficiency
ORPHA:401942	Familial median cleft of the upper and lower lips
ORPHA:86822	Lissencephaly type 3-metacarpal bone dysplasia syndrome
ORPHA:141096	Supernumerary nostril
ORPHA:171851	MEDNIK syndrome
ORPHA:209981	IRIDA syndrome
ORPHA:2795	Fowler urethral sphincter dysfunction syndrome
ORPHA:279947	Postorgasmic illness syndrome
ORPHA:324416	Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome
ORPHA:293807	Ketamine-induced biliary dilatation
ORPHA:314034	7p22.1 microduplication syndrome
ORPHA:329329	Autosomal recessive frontotemporal pachygyria
ORPHA:3464	Woodhouse-Sakati syndrome
ORPHA:1935	Early myoclonic encephalopathy
ORPHA:1349	Mitochondrial DNA-related cardiomyopathy and hearing loss
ORPHA:179	Birdshot chorioretinopathy
ORPHA:411777	Generalized eruptive keratoacanthoma
ORPHA:29073	Multiple myeloma
ORPHA:93109	Congenital megacalycosis
ORPHA:137599	Herpes simplex virus stromal keratitis
ORPHA:101028	Transaldolase deficiency
ORPHA:226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs
ORPHA:435660	LIPE-related familial partial lipodystrophy
ORPHA:435651	CIDEC-related familial partial lipodystrophy
ORPHA:2867	Short stature, Brussels type
ORPHA:94058	Neovascular glaucoma
ORPHA:276399	Familial multinodular goiter
ORPHA:313892	Developmental and speech delay due to SOX5 deficiency
ORPHA:275766	Idiopathic pulmonary arterial hypertension
ORPHA:79106	Eiken syndrome
ORPHA:440727	Combined hamartoma of the retina and retinal pigment epithelium
ORPHA:228277	Familial anetoderma
ORPHA:139444	Leukoencephalopathy with bilateral anterior temporal lobe cysts
ORPHA:199267	Infantile digital fibromatosis
ORPHA:91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome
ORPHA:79134	DEND syndrome
ORPHA:602	GNE myopathy
ORPHA:431329	Autosomal recessive spastic paraplegia type 57
ORPHA:543	Burkitt lymphoma
ORPHA:79083	PPARG-related familial partial lipodystrophy
ORPHA:411629	Infantile nephropathic cystinosis
ORPHA:217335	RIN2 syndrome
ORPHA:2985	Pseudoprogeria syndrome
ORPHA:668	Osteosarcoma
ORPHA:411593	Insulin autoimmune syndrome
ORPHA:221054	Acrocephalopolydactyly
ORPHA:79085	AKT2-related familial partial lipodystrophy
ORPHA:391411	Atypical juvenile parkinsonism
ORPHA:95	Friedreich ataxia
ORPHA:293843	3MC syndrome
ORPHA:206484	Gonadoblastoma
ORPHA:261222	Distal 16p11.2 microdeletion syndrome
ORPHA:261524	Paternal uniparental disomy of chromosome X
ORPHA:313855	FGFR2-related bent bone dysplasia
ORPHA:1652	Dent disease
ORPHA:99879	Familial isolated hyperparathyroidism
ORPHA:85443	AL amyloidosis
ORPHA:330001	Wild type ATTR amyloidosis
ORPHA:263455	Congenital hyperinsulinism due to HNF4A deficiency
ORPHA:314585	15q overgrowth syndrome
ORPHA:2298	Insulin-resistance syndrome type B
ORPHA:99725	Pituitary gigantism
ORPHA:99886	Transient neonatal diabetes mellitus
ORPHA:137634	Overgrowth-macrocephaly-facial dysmorphism syndrome
ORPHA:399808	Male infertility with teratozoospermia due to single gene mutation
ORPHA:90301	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
ORPHA:293987	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome
ORPHA:99885	Isolated permanent neonatal diabetes mellitus
ORPHA:73272	Growth delay due to insulin-like growth factor type 1 deficiency
ORPHA:397685	Familial hyperprolactinemia
ORPHA:275761	Lysosomal acid lipase deficiency
ORPHA:314621	Duplication of the pituitary gland
ORPHA:64739	Ovarian hyperstimulation syndrome
ORPHA:314473	Ovarian fibroma
ORPHA:314478	Ovarian fibrothecoma
ORPHA:436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
ORPHA:369950	Intellectual disability-seizures-macrocephaly-obesity syndrome
ORPHA:293948	1p21.3 microdeletion syndrome
ORPHA:1715	Trisomy 18p
ORPHA:1617	2q24 microdeletion syndrome
ORPHA:293939	Distal Xq28 microduplication syndrome
ORPHA:252164	Benign schwannoma
ORPHA:314795	SHOX-related short stature
ORPHA:96201	X small rings
ORPHA:352530	Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome
ORPHA:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
ORPHA:276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency
ORPHA:199276	Familial multiple lipomatosis
ORPHA:90646	Deafness-hypogonadism syndrome
ORPHA:319195	Chondroectodermal dysplasia with night blindness
ORPHA:140941	Short stature due to primary acid-labile subunit deficiency
ORPHA:97279	Insulinoma
ORPHA:100070	Progressive non-fluent aphasia
ORPHA:293978	Deficiency in anterior pituitary function-variable immunodeficiency syndrome
ORPHA:363618	LMNA-related cardiocutaneous progeria syndrome
ORPHA:275864	Behavioral variant of frontotemporal dementia
ORPHA:276556	Hyperinsulinism due to UCP2 deficiency
ORPHA:276608	Non-insulinoma pancreatogenous hypoglycemia syndrome
ORPHA:329249	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
ORPHA:324575	Hyperinsulinism due to HNF1A deficiency
ORPHA:48	Congenital bilateral absence of vas deferens
ORPHA:369873	Obesity due to SIM1 deficiency
ORPHA:36382	Familial cervical artery dissection
ORPHA:412	Dysbetalipoproteinemia
ORPHA:404	Familial hyperaldosteronism type II
ORPHA:226316	Genetic transient congenital hypothyroidism
ORPHA:309108	Pancreatic colipase deficiency
ORPHA:209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
ORPHA:97290	Familial papillary thyroid carcinoma with renal papillary neoplasia
ORPHA:229	Familial aortic dissection
ORPHA:66518	Short fifth metacarpals-insulin resistance syndrome
ORPHA:319487	Familial papillary or follicular thyroid carcinoma
ORPHA:314811	Short stature due to GHSR deficiency
ORPHA:314802	Short stature due to partial GHR deficiency
ORPHA:251937	Gangliocytoma
ORPHA:677	Pancreatoblastoma
ORPHA:2386	Leukoencephalopathy-palmoplantar keratoderma syndrome
ORPHA:981	Internal carotid absence
ORPHA:284227	TEMPI syndrome
ORPHA:251623	Pituicytoma
ORPHA:280779	Cutaneous collagenous vasculopathy
ORPHA:79102	Thyrotoxic periodic paralysis
ORPHA:3448	Weaver-Williams syndrome
ORPHA:482	Kimura disease
ORPHA:95494	Combined pituitary hormone deficiencies, genetic forms
ORPHA:52901	Isolated follicle stimulating hormone deficiency
ORPHA:2070	Eosinophilic gastroenteritis
ORPHA:922	Familial nasal acilia
ORPHA:313906	Congenital pancreatic cyst
ORPHA:140936	Lelis syndrome
ORPHA:90695	Non-acquired panhypopituitarism
ORPHA:2183	Hydrocephalus-obesity-hypogonadism syndrome
ORPHA:901	Wells syndrome
ORPHA:838	Susac syndrome
ORPHA:1423	Lethal recessive chondrodysplasia
ORPHA:329475	Spastic paraplegia-Paget disease of bone syndrome
ORPHA:3400	Aorto-ventricular tunnel
ORPHA:73256	Central neurocytoma
ORPHA:69736	Bilateral acute depigmentation of the iris
ORPHA:50918	Kikuchi-Fujimoto disease
ORPHA:1467	Cogan syndrome
ORPHA:223	Nephrogenic diabetes insipidus
ORPHA:91348	Functioning gonadotropic adenoma
ORPHA:26137	Juvenile temporal arteritis
ORPHA:100084	Middle ear neuroendocrine tumor
ORPHA:403	Familial hyperaldosteronism type I
ORPHA:427	Familial hypoaldosteronism
ORPHA:369929	Primary hyperaldosteronism-seizures-neurological abnormalities syndrome
ORPHA:83453	Vulvovaginal gingival syndrome
ORPHA:84142	Isaacs syndrome
ORPHA:35125	Epidermal nevus syndrome
ORPHA:33111	Granulomatous slack skin
ORPHA:95409	Acute adrenal insufficiency
ORPHA:85138	Addison disease
ORPHA:79086	Acquired generalized lipodystrophy
ORPHA:231625	Adrenocortical carcinoma with pure aldosterone hypersecretion
ORPHA:231632	Ectopic aldosterone-producing tumor
ORPHA:251274	Familial hyperaldosteronism type III
ORPHA:90044	Familial pseudohyperkalemia
ORPHA:231580	Primary unilateral adrenal hyperplasia
ORPHA:54251	Corticosteroid-sensitive aseptic abscess syndrome
ORPHA:54028	Plummer-Vinson syndrome
ORPHA:86909	Myoclonic epilepsy of infancy
ORPHA:99880	Hyperparathyroidism-jaw tumor syndrome
ORPHA:786	Generalized glucocorticoid resistance syndrome
ORPHA:95707	Idiopathic isolated micropenis
ORPHA:199296	Congenital isolated ACTH deficiency
ORPHA:95459	Congenital tricuspid stenosis
ORPHA:91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency
ORPHA:96183	Maternal uniparental disomy of chromosome 9
ORPHA:96190	Paternal uniparental disomy of chromosome 5
ORPHA:300298	Severe congenital hypochromic anemia with ringed sideroblasts
ORPHA:98870	Congenital dyserythropoietic anemia type III
ORPHA:1449	Ring chromosome 7 syndrome
ORPHA:79	Congenital alpha2-antiplasmin deficiency
ORPHA:71277	Classic glucose transporter type 1 deficiency syndrome
ORPHA:2608	N syndrome
ORPHA:251912	Pineocytoma
ORPHA:251915	Papillary tumor of the pineal region
ORPHA:329	Congenital factor XI deficiency
ORPHA:289601	Hereditary arterial and articular multiple calcification syndrome
ORPHA:766	Hemolytic anemia due to red cell pyruvate kinase deficiency
ORPHA:327	Congenital factor VII deficiency
ORPHA:221061	Familial cerebral cavernous malformation
ORPHA:93941	Laryngotracheoesophageal cleft type 4
ORPHA:402075	Familial bicuspid aortic valve
ORPHA:424019	Squamous cell carcinoma of the anal canal
ORPHA:424016	Adenocarcinoma of the anal canal
ORPHA:156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type
ORPHA:85184	Craniometadiaphyseal dysplasia, wormian bone type
ORPHA:163649	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome
ORPHA:163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome
ORPHA:51083	Familial short QT syndrome
ORPHA:2786	Osteoporosis-oculocutaneous hypopigmentation syndrome
ORPHA:93598	Primary hyperoxaluria type 1
ORPHA:2410	Hypergonadotropic hypogonadism-cataract syndrome
ORPHA:69744	Circumscribed palmoplantar hypokeratosis
ORPHA:67043	Amoebic keratitis
ORPHA:54057	Thrombotic thrombocytopenic purpura
ORPHA:2237	Hypoparathyroidism-sensorineural deafness-renal disease syndrome
ORPHA:69125	Anonychia with flexural pigmentation
ORPHA:2235	Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome
ORPHA:35122	Congenital sucrase-isomaltase deficiency
ORPHA:90050	Retinopathy of prematurity
ORPHA:99940	Autosomal dominant Charcot-Marie-Tooth disease type 2F
ORPHA:2764	Osteochondritis dissecans
ORPHA:85445	AA amyloidosis
ORPHA:70475	Radiation proctitis
ORPHA:98767	Spinocerebellar ataxia type 11
ORPHA:98757	Spinocerebellar ataxia type 3
ORPHA:98759	Spinocerebellar ataxia type 17
ORPHA:98811	Paroxysmal exertion-induced dyskinesia
ORPHA:96181	Maternal uniparental disomy of chromosome 6
ORPHA:251009	Maternal uniparental disomy of chromosome 1
ORPHA:98766	Spinocerebellar ataxia type 5
ORPHA:96191	Paternal uniparental disomy of chromosome 6
ORPHA:276280	Hemihyperplasia-multiple lipomatosis syndrome
ORPHA:2457	Mandibuloacral dysplasia
ORPHA:251004	Paternal uniparental disomy of chromosome 1
ORPHA:96180	Maternal uniparental disomy of chromosome 4
ORPHA:93600	Primary hyperoxaluria type 3
ORPHA:93599	Primary hyperoxaluria type 2
ORPHA:79299	Congenital glucokinase-related hyperinsulinism
ORPHA:439167	Placental insufficiency
ORPHA:210136	Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome
ORPHA:96179	Maternal uniparental disomy of chromosome 2
ORPHA:79149	Dermochondrocorneal dystrophy
ORPHA:145	Hereditary breast and/or ovarian cancer syndrome
ORPHA:96147	Kleefstra syndrome due to 9q34 microdeletion
ORPHA:33402	Pediatric hepatocellular carcinoma
ORPHA:2556	Microphthalmia with linear skin defects syndrome
ORPHA:2526	Microcephaly-lymphedema-chorioretinopathy syndrome
ORPHA:2671	Neu-Laxova syndrome
ORPHA:2557	Mietens syndrome
ORPHA:3047	Blepharophimosis-intellectual disability syndrome, SBBYS type
ORPHA:2554	Ear-patella-short stature syndrome
ORPHA:2932	Chronic inflammatory demyelinating polyneuropathy
ORPHA:2995	Baraitser-Winter cerebrofrontofacial syndrome
